,Name,Timestamp,Index,Video_Title,Video_ID,Video_URL,Channel_Name,Channel_URL,Description,Publish_Date,Category,View_Count,Like_Count,Dislike_Count,Comment_Count,Classification,hispanicmale24_Search_Appearance,hispanicmale24_Page,hispanicmale24_Ranking,hispanicfemale24_Search_Appearance,hispanicfemale24_Page,hispanicfemale24_Ranking,whitemale24_Search_Appearance,whitemale24_Page,whitemale24_Ranking,whitefemale24_Search_Appearance,whitefemale24_Page,whitefemale24_Ranking,africanamericanmale24_Search_Appearance,africanamericanmale24_Page,africanamericanmale24_Ranking,africanamericanfemale24_Search_Appearance,africanamericanfemale24_Page,africanamericanfemale24_Ranking,whitemale24_2_Search_Appearance,whitemale24_2_Page,whitemale24_2_Ranking,whitefemale24_2_Search_Appearance,whitefemale24_2_Page,whitefemale24_2_Ranking,hispanicmale16_Search_Appearance,hispanicmale16_Page,hispanicmale16_Ranking,hispanicfemale16_Search_Appearance,hispanicfemale16_Page,hispanicfemale16_Ranking,whitemale16_Search_Appearance,whitemale16_Page,whitemale16_Ranking,whitefemale16_Search_Appearance,whitefemale16_Page,whitefemale16_Ranking,whitemale16_2_Search_Appearance,whitemale16_2_Page,whitemale16_2_Ranking,whitefemale16_2_Search_Appearance,whitefemale16_2_Page,whitefemale16_2_Ranking,africanamericanmale16_Search_Appearance,africanamericanmale16_Page,africanamericanmale16_Ranking,africanamericanfemale16_Search_Appearance,africanamericanfemale16_Page,africanamericanfemale16_Ranking,electronic_cigarette_search,e-cigarette_search,e-cig_search,vape_search,vaping_search,e-liquid_search,e-juice_search,vape_pods_search,vape_mods_search,cigalikes_search,box_mods_search,vape_pens_search,pod_mods_search,disposable_vape_search,disposable_e-cigs_search,disposables_search,vape_juice_search,ends_search,has_label_0,has_label_1,has_label_2,has_label_3,has_label_4,has_label_5,has_label_6,has_label_7,has_label_8,has_label_9,has_labels,has_label_10,has_label_11,has_label_12,has_label_13,has_label_14,has_label_nan,has_label_n,Comment,model 1
0,Alex,2021-01-01 21:08:23.118040,1955,BOX MODS VS CYLINDER MODS?!?!,De21TSmyhSg,https://www.youtube.com/watch?v=De21TSmyhSg,Vape Central,https://www.youtube.com/channel/UCudjqulYdjgIMM2d8K3RrbA,"insta: @vape_messiah

beat by terror beats:
https://www.youtube.com/user/terrormic1",2016-03-20T04:32:40Z,People & Blogs,16574,92.0,26.0,13.0,[],False,,,True,4.0,1.0,True,4.0,5.0,False,,,True,2.0,7.0,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,5.0,14.0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,,,,7
0,Alex,2021-01-01 21:09:17.571714,765,How to Refill JUUL Pods & Save Money,eMcQXZqUZl4,https://www.youtube.com/watch?v=eMcQXZqUZl4,Vaping411,https://www.youtube.com/channel/UC-8uW34BFDJRQSuiAfTUajw,"five easy steps in in how to refill juul pods to save money.  don't throw away your empty juul pods.  this instructional video shows how easy it is in refilling juul pods with your nicotine salt juice of choice!

i recommend saltnic vgod fo your juul juice refill.  get it at: http://bit.ly/vgod-juice.

our how to refill pax juul pods article: http://vaping411.com/refill-juul-pods/

join me
like me on facebook: https://www.facebook.com/vaping4111
follow me on twitter: https://twitter.com/vaping_411
subscribe on youtube: http://www.youtube.com/subscription_center?add_user=tobaccosolutions
website: http://vaping411.com

disclosure of material connection: some of the links in the post above are “affiliate links.” this means if you click on the link and purchase the item, i will receive an affiliate commission. regardless, i only recommend products i use personally and all comments are based on my experience and analysis. i am disclosing this in accordance with the federal trade commission’s 16 cfr, part 255: “guides concerning the use of endorsements and testimonials in advertising.”",2018-01-01T21:20:28Z,Education,47240,494.0,19.0,111.0,"['marijuana', 'tutorial']",True,7.0,12.0,True,7.0,4.0,True,7.0,9.0,True,6.0,18.0,False,,,True,7.0,16.0,True,6.0,19.0,True,7.0,2.0,True,6.0,2.0,False,,,True,7.0,15.0,True,7.0,6.0,True,7.0,12.0,True,6.0,2.0,True,7.0,10.0,True,3.0,13.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,,,,3 7
0,Alex,2021-01-01 21:09:36.036704,2041,RPM LITE Pod Mod by SMOK!,oSlg-579fCI,https://www.youtube.com/watch?v=oSlg-579fCI,Matt From SMM,https://www.youtube.com/channel/UCaABLqKOy33BcQBU0bG1mmA,"in this video we check out the rpm lite kit by smok. this device has a built in 1250 mah battery, goes up to 40 watts, and takes all of the rpm coil heads. 

facebook
 https://www.facebook.com/smmvapereviews
instagram
https://www.instagram.com/suckmymod/
twitter
https://twitter.com/suckmymod

check out our new youtube channel!
https://www.youtube.com/c/mattandv

once again don’t forget to join http://casaa.org 

these videos are my opinions based on the experiences i have had with the product. some of the products i have received at no charge or at a discount for the purpose of review. i retain the right to say whatever i want about the products, and i have always been 100% honest in my videos.",2020-05-29T21:48:50Z,Science & Technology,21479,367.0,10.0,53.0,[],False,,,True,3.0,3.0,True,2.0,10.0,True,3.0,16.0,True,3.0,3.0,False,,,True,2.0,17.0,True,4.0,19.0,True,2.0,9.0,True,6.0,11.0,True,2.0,14.0,True,2.0,17.0,True,5.0,0.0,True,4.0,7.0,True,2.0,10.0,True,3.0,15.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,0
0,Alex,2021-01-01 21:09:44.363605,3189,Shooting Fuji Disposable Camera (First Time!!!),T4dr9y2BvXU,https://www.youtube.com/watch?v=T4dr9y2BvXU,erwnalejo,https://www.youtube.com/channel/UCXAr0fZ5v6849hW2gAKupOQ,"in this video i briefly spoke about my first time experience shooting a disposable camera. i shot a fuji disposable camera during daniel caesar's concert.

i did not expect to finish the entire roll of the disposable camera but i got carried away shooting. it is definitely easy to forget once you're just having fun. to all who have never tried using a disposable camera, i recommend shooting one as it definitely is such an enjoyable and positive experience. the only negative that i find is if you get addicted, it is quite an expensive hobby! 

all the photos were developed by my local lab and scanned by myself using negative lab pro.
negativelabpro.com

shot on: 
[camera]+[lens] - [picture profile]
sony a6300 + sigma mc-11 + canon 16-35mm f2.8 ii  - cine4 + sgamut3.cine 

iphone xr

music:
brooklyn - soundcloud.com/iam2000
don't change (freeverse) - https://soundcloud.com/elijahyats

say hola!
https://www.instagram.com/analogueville 


submit:
https://www.instagram.com/luciddreamsmgzne

#disposablecamera #fujidisposablecamera #danielcaesar",2019-11-29T04:09:08Z,Film & Animation,9806,272.0,3.0,16.0,"['tutorial', 'tricks']",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,6.0,7.0,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,10
0,Alex,2021-01-01 21:10:29.454458,1121,WAX PEN HOTBOX w/ ERICK KHAN!!!!!,qXRkcCe7lBA,https://www.youtube.com/watch?v=qXRkcCe7lBA,Donny Vapes,https://www.youtube.com/channel/UCni5t6BX5I2OrRn9eStqcKg,"check out erick!: https://bit.ly/2y5ba83
@erickkhan_ on instagram
link to other collab videos! https://bit.ly/2xrzkn4



=======nothing for sale====18/21+================


business email: donnysmokes@outlook.com
twitch: www.twitch.tv/donnysmokes


follow my social media to stay updated outside of youtube!
snapchat: smokes.daddy
instagram: donnyk17


18+ legal medical mj patient under michigan prop 1
_______________________________________________________",2019-07-15T18:20:41Z,People & Blogs,462929,11691.0,186.0,848.0,[],True,2.0,4.0,False,,,False,,,True,2.0,2.0,False,,,True,2.0,0.0,True,2.0,2.0,True,2.0,2.0,True,2.0,5.0,True,2.0,1.0,True,2.0,4.0,False,,,True,2.0,4.0,True,2.0,1.0,True,2.0,3.0,True,1.0,14.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,,,,5 9
0,Alex,2021-01-01 21:11:33.437087,248,"Battle of the Sub Ohm Tanks, Top 4 (Who wins?) - E Cig City Reviews & Tutorials",PP3En0SgaZc,https://www.youtube.com/watch?v=PP3En0SgaZc,E Cig City UK,https://www.youtube.com/channel/UCs_ZWyR3eFp7YcxHG4n2ccA,"we review the best selling sub ohm tanks and choose the winner, we were very surprised who one.
valyrian 2
tfv16 lite
falcon 2
freemax mesh pro
tvf16 lite              conical single mesh coil 0.2 ohm 60 - 85w 
freemax mesh pro   triple mesh coil 0.15 ohm                 80 - 110w 
falcon 2                      conical sector mesh coil 0.14 ohm     70 - 75w 
valyrian 2.                   single mesh coil 0.32 ohm   90 - 100w 
website  -  www.ecigcity.co.uk    
email -  info@ecigcity.co.uk  
facebook  -  facebook.com/ecigcityuk    
music supplied by bensound.com",2020-04-13T18:42:05Z,People & Blogs,2654,66.0,3.0,54.0,[],True,7.0,11.0,True,6.0,1.0,True,6.0,4.0,True,3.0,12.0,False,,,True,5.0,12.0,True,6.0,16.0,True,6.0,4.0,True,6.0,1.0,False,,,True,6.0,1.0,True,7.0,15.0,True,7.0,17.0,True,7.0,13.0,True,5.0,15.0,False,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,0
0,Alex,2021-01-01 21:11:43.875798,1746,BANNERS - Where The Shadow Ends (Acoustic),DVTAdaXl3QU,https://www.youtube.com/watch?v=DVTAdaXl3QU,BannersVEVO,https://www.youtube.com/channel/UCrHuAEBS0odJ_P_Xtl-mN4w,"""where the shadow ends"" (acoustic) 
available now: http://banners.lnk.to/wtseacoustic 

follow banners:
instagram: https://www.instagram.com/bannersmusic/
facebook: https://www.facebook.com/bannersmusic/
twitter: https://twitter.com/bannersmusic

music video by banners performing where the shadow ends (acoustic). © 2020 island records, a division of umg recordings, inc.

http://vevo.ly/qmnvmf",2020-04-21T16:00:13Z,Music,277526,10101.0,43.0,207.0,[],True,2.0,18.0,True,3.0,6.0,True,2.0,6.0,True,2.0,19.0,False,,,True,2.0,14.0,True,2.0,14.0,True,7.0,12.0,False,,,True,2.0,18.0,True,6.0,16.0,True,6.0,9.0,True,2.0,6.0,True,2.0,9.0,True,2.0,11.0,False,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,10
0,Alex,2021-01-01 21:11:56.942299,1787,TIKTOKS TO WATCH BEFORE WORLD ENDS!,L1RYl_cxiLs,https://www.youtube.com/watch?v=L1RYl_cxiLs,DAILY TIKTOK,https://www.youtube.com/channel/UCpwS0QniOUYOVszchDuSn-A,"thanks for watching!
if you hate reading 📖 and want to try audiobooks 🎵  for 30 days free! https://bit.ly/2cp2kqx

if you want more tiktoks make sure to like and subscribe!

dont click this! https://www.youtube.com/channel/ucpws0qniouyovszchdusn-a?view_as=subscriber?sub_confirmation=1

please go and check out all the creators in the video!


credit: tiktok


for copyright, claim, and/or credit issues, please contact me first.",2020-07-28T09:29:32Z,People & Blogs,23310,688.0,11.0,81.0,[],True,5.0,0.0,False,,,True,6.0,4.0,True,4.0,18.0,False,,,True,7.0,14.0,True,5.0,2.0,True,5.0,4.0,False,,,False,,,False,,,False,,,True,5.0,2.0,False,,,False,,,False,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,10
0,Alex,2021-01-01 21:12:27.930030,371,Vaping Risks - What Vaping Can Do to Your Mouth,btzUK1-TmrA,https://www.youtube.com/watch?v=btzUK1-TmrA,Joseph R Nemeth DDS & Associates,https://www.youtube.com/channel/UCKBglnzX51P42TFA03wmLWg,"is vaping bad for you or are there any vaping risks?
does vaping cause cancer or other e-cig related oral health issues? 
if you're an e-cigarette smoker, these are valid questions to ask yourself. 

while electronic cigarettes have been marketed as a safer alternative to tobacco cigarettes, recent studies cast doubt on these assertions. these studies found that e-cigarette vapors kill large numbers of cells in the mouth and cause as much damage to teeth and gums as conventional cigarettes.

the reason for this is, even though vaping products do not contain the tar and other chemicals that tobacco cigarettes contain, vaping still contains nicotine. 

nicotine is an addictive chemical that causes a constriction of the blood vessels. 

if the blood vessels in your mouth are constricted, it makes your gum tissue much more likely to recede or get exposed to disease causing bacteria and pathogens. 

vaping has also been shown to kill epithelial cells that line the mouth and make up the gum tissue. killing or damaging these cells with smoking can have serious long term consequences. 

source:
http://www.dentistrytoday.com/news/industrynews/item/1397-e-cigarettes-kill-epithelial-cells-damage-tissue-and-may-cause-cancer

another study in the aap news showed that vaping among high school seniors doubled from 2017-’18.

recent vaping also doubled for 10th-graders, from 8% to 16%, and rose from 3.5% to 6% for eighth-graders.

source:
http://www.aappublications.org/news/2018/12/17/monitoringfuture121718

so if you've ever wondered if vaping is bad for you, search no further. vaping still allows nicotine to enter the system as well as causes other health problems. 

compared to tobacco cigarettes, vaping is most likely better for your body overall, but that does not mean that it is good for you either. occasional, vaping most likely won't have serious long term effects. however, you should avoid owning a vape, or frequent vaping if you possibly can!

if you have any questions about vaping or e-cigs, or if you would like to schedule an appointment, please visit our website, 
https://www.drnemeth.com 

we are happy to help you. 

joseph r. nemeth dds & associates
29829 telegraph road #111
southfield, mi 48034
(248) 357-3100

we do not accept medicare or medicaid at our office. 
if you are a new patient, we require that a $25 deposit be made prior to your appointment in order to reserve your time. 

facebook: https://www.facebook.com/drjosephnemeth/
twitter: https://twitter.com/drjosephnemeth
instagram: https://www.instagram.com/drnemethdds/ the information contained in the multimedia content (“video content”) has been made available for informational and educational purposes only. joseph r. nemeth, dds & associates does not make any representation or warranties with respect to the accuracy, applicability, fitness, or completeness of the video content. joseph r. nemeth, dds & associates does not warrant the performance, effectiveness or applicability of any sites listed or linked to in any video content. the video content is not intended to be a substitute for professional medical advice, diagnosis, or treatment. always seek the advice of your physician or other qualified health provider with any questions you may have regarding a medical condition. never disregard professional medical advice or delay in seeking it because of something you have read or seen on the site. joseph r. nemeth, dds & associates hereby disclaims any and all liability to any party for any direct, indirect, implied, punitive, special, incidental or other consequential damages arising directly or indirectly from any use of the video content, which is provided as is, and without warranties.",2019-01-25T18:52:58Z,Howto & Style,134497,1428.0,368.0,809.0,['EVALI'],True,2.0,2.0,True,2.0,10.0,True,3.0,1.0,True,1.0,16.0,True,7.0,9.0,True,3.0,2.0,True,1.0,20.0,True,3.0,16.0,True,3.0,1.0,True,2.0,14.0,True,3.0,0.0,True,7.0,11.0,True,7.0,6.0,True,7.0,6.0,True,3.0,4.0,True,7.0,16.0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,1
0,Alex,2021-01-01 21:12:58.509981,829,TOP 5 BEST VAPE MODS FOR 2020 - VAPING INSIDER,0ADj1PLUy4Y,https://www.youtube.com/watch?v=0ADj1PLUy4Y,Best Product Aliexpress,https://www.youtube.com/channel/UCSSzDeeP9Jm8yQfFl8C8oOg,"number one
80w vape 2200mah adjustable electronic cigarettes best starter kit mech box mod kit vaporizer hookah pen vaper e smoke vaping

click here
http://ali.pub/4p5xgg

number two
vape kit built-in 2200mah electronic cigarette hookah vaper smoking vaporizer ekfiee100w box mod with 3.0ml atomizer 510 thread

click here
http://ali.pub/4p5xmh

number three
lx28 80w adjustable wattage vape mod box electronic cigarette kit 2000mah battery 0.5ohm 4.0ml tank e-cigarette big smoke vaper

click here
http://ali.pub/4p5xpz

number four
lx28 80w adjustable wattage vape mod box electronic cigarette kit 2000mah battery 0.5ohm 4.0ml tank e-cigarette big smoke vaper

click here
http://ali.pub/4p5xpz

number five

ekifee tc 40w box mod vape kit with 2200mah battery 3ml 510 thread vs ht 50 100 jsld big box 80w electronic cigarette vaper

click here
http://ali.pub/4p5y30










people also ask
which mod is best for vaping?

which smok mod is the best?

what is the most durable vape mod?

what vape mod has the best battery life?









•disclaimer: this video and description contains affiliate links, 
which means that if you click on one of the product links,
 i’ll receive a small commission. this help support the channel
......................................................................................................
copyright disclaimer under section 107 of the copyright act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. fair use is a use permitted by copyright statute that might otherwise be infringing. non-profit, educational or personal use tips the balance in favor of fair use.


thanks for watching!",2020-04-30T07:53:13Z,People & Blogs,1081,6.0,13.0,5.0,[],True,4.0,6.0,True,4.0,16.0,False,,,True,4.0,18.0,False,,,False,,,True,4.0,19.0,True,4.0,14.0,True,5.0,19.0,True,5.0,9.0,False,,,False,,,True,4.0,7.0,False,,,False,,,False,,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,0
0,Alex,2021-01-01 21:13:33.346971,979,News 4 at 5:30 p.m.,w9cO31jgsDU,https://www.youtube.com/watch?v=w9cO31jgsDU,WIVBTV,https://www.youtube.com/channel/UCENwe4N7FQCfIWY5wEjimNA,news 4 at 5:30 p.m.,2019-09-02T22:36:02Z,News & Politics,243,5.0,0.0,0.0,[],True,6.0,0.0,True,5.0,14.0,True,5.0,17.0,True,5.0,18.0,True,6.0,6.0,True,6.0,3.0,True,5.0,16.0,True,5.0,15.0,True,6.0,4.0,True,5.0,18.0,True,6.0,0.0,True,5.0,12.0,True,6.0,8.0,False,,,True,6.0,4.0,False,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,2
0,Alex,2021-01-01 21:14:28.201008,3261,BEST POD SYSTEM/POD VAPES for MTL Vaping in 2019 | 100+ Vape Pod Tested,SUQg_eng_qk,https://www.youtube.com/watch?v=SUQg_eng_qk,HeavenGifts Official,https://www.youtube.com/channel/UCEnz8TVZWut-MZNL4RlrdJA,"looking for the best pod system / pod vapes for mtl vaping in 2019 we go over 6 best pod systems for mtl style vaping in this video. 

pod system vapes are shown in video are strictly for tight mouth to lung cigarette-like draw style of vape. 

the list of best pod systems (2019) for tight mtl vape:

- ipha zing pod starter kit
- suorin edge pod system kit
- starss bravo pod kit
- hotcig kubi refillable pod kit
- onevape lambo v2 pod kit
- vaporesso podstick

(disclaimer)videos may contain adult content/language, must be 18 years of age or older

warning: this product contains nicotine. nicotine is an addictive chemical

stay tuned for the new videos!

 

facebook (english): https://www.facebook.com/heavengiftscom
vk (russian): https://www.vk.com/heavengiftscom
twitter: https://twitter.com/heavengiftscom
instagram: https://www.instagram.com/heavengiftscom 
 
#bestpodsystems #bestpodvapes #mtlvapepod

music by kuzzzo from fugue",2019-09-25T13:00:04Z,People & Blogs,9958,77.0,11.0,20.0,['EVALI'],False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,4.0,17.0,False,,,False,,,False,,,False,,,False,,,False,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,0
0,Alex,2021-01-01 21:14:40.334516,1596,Metallica - Disposable Heroes (Studio Version),tRqCOIsTx8M,https://www.youtube.com/watch?v=tRqCOIsTx8M,Kikuku94,https://www.youtube.com/channel/UCa_VBX1MiNJVgAr8QI8liJA,"from the studio album ""master of puppets"", 1986

lyrics:

bodies fill the fields i see, hungry heroes end
no one to play soldier now, no one to pretend
running blind through killing fields, bred to kill them all
victims of what said should be
a servant `till i fall

soldier boy, made of clay
now an empty shell
twenty one, only son
but he served us well
bred to kill, not to care
do just as we say
finished here, greetings death
he's yours to take away

back to the front
you will do what i say, when i say
back to the front
you will die when i say, you must die
back to the front
you coward
you servant
you blindman

barking of machine gun fire, does nothing to me now
sounding of the clock that ticks, get used to it somehow
more a man, more stripes you bare, glory seeker trends
bodies fill the fields i see
the slaughter never ends

soldier boy, made of clay
now an empty shell
twenty one, only son
but he served us well
bred to kill, not to care
do just as we say
finished here, greetings death
he's yours to take away

back to the front
you will do what i say, when i say
back to the front
you will die when i say, you must die
back to the front
you coward
you servant
you blindman

why, am i dying?
kill, have no fear
lie, live off lying
hell, hell is here

why, am i dying?
kill, have no fear
lie, live off lying
hell, hell is here

i was born for dying

life planned out before my birth, nothing could i say
had no chance to see myself, moulded day by day
looking back i realize, nothing have i done
left to die with only friend
alone i clench my gun

soldier boy, made of clay
now an empty shell
twenty one, only son
but he served us well
bred to kill, not to care
do just as we say
finished here, greetings death
he's yours to take away

back to the front
you will do what i say, when i say
back to the front
you will die when i say, you must die
back to the front
you coward
you servant
you blindman

back to the front
back to the front
back to the front
back to the front
back to the front",2009-08-11T18:05:32Z,Music,2761889,15867.0,423.0,2723.0,[],True,4.0,15.0,True,4.0,17.0,True,5.0,5.0,True,4.0,12.0,False,,,True,4.0,18.0,True,4.0,14.0,True,5.0,1.0,True,7.0,16.0,False,,,True,4.0,13.0,True,4.0,14.0,True,4.0,15.0,True,4.0,11.0,True,4.0,13.0,True,4.0,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,10
0,Alex,2021-01-01 21:15:16.370521,2165,CHILL BILL! E-JUICE REVIEW | Strawberry Assassin by SilvisWorks | #5,ozdx_kfESFE,https://www.youtube.com/watch?v=ozdx_kfESFE,Justin Ross,https://www.youtube.com/channel/UCdlBo_k1wzq5sYUjTYqDsKw,"new drips! chill bill, e-juice review! see full details below.
apprecieate you taking the time to watch and listen to my thoughts on this 
flavorful e-juice

always ensure your e-juice's are legit!

chill bill strawberry assassin by silvis works:
- comes in 100ml
- in 0, 3 and 6mg nic.

flavor: 9/10
menthol: 9/10
presentation and details: 10/10

100ml - 200-220php
mix: 80/20

other flavors:
killer berries
strawberry assassin
mad mango
stealth lychee
notorious g
pineapple massacre
chain frost
morena
holy water

music by: lakey inspired soundcloud: https://soundcloud.com/lakeyinspired/...

#juicereview #ejuice #chillbill #eliquids #reviewno.5

comment down below suggestions and also your thoughts on this juice
leave a like and subscribe for more upcoming reviews! feel free to suggest what e-juice you
want reviewed next!

vape responsibly, stop smoking and start vaping!
because ""better vape than never!""",2020-02-20T18:00:11Z,Entertainment,5595,35.0,1.0,39.0,['tricks'],False,,,False,,,True,3.0,6.0,False,,,True,2.0,18.0,False,,,False,,,False,,,True,6.0,3.0,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,0
0,Alex,2021-01-01 21:15:41.944361,646,Vape Mods VS Vape Pod Systems: the basic pros and cons,QeXgbSEhZeo,https://www.youtube.com/watch?v=QeXgbSEhZeo,ZampleBox,https://www.youtube.com/channel/UCo9H0-J-x8F09Vd6Pnqd3xw,"this video takes it back to some vaping basics. as most vapers know, the two big types of vaping devices out there are mods and pod systems. what sort of vaping device should you get? chris and ian run down the pros and cons of both types of devices. this is a good beginner's guide if you're trying to decide what vape device to spend your hard-earned cash on. to learn more about the original vaping family, go here: http://bit.ly/3bbhsv5 and follow the trail of crumbs to our site!",2018-11-02T22:00:00Z,Entertainment,80640,840.0,78.0,168.0,['tutorial'],True,1.0,2.0,True,1.0,2.0,True,1.0,3.0,True,1.0,3.0,True,1.0,7.0,True,1.0,2.0,True,1.0,4.0,True,1.0,3.0,True,1.0,3.0,True,1.0,3.0,True,1.0,3.0,True,1.0,6.0,True,1.0,3.0,True,1.0,3.0,True,1.0,3.0,True,1.0,6.0,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,,,,7
0,Alex,2021-01-01 21:17:31.986268,871,Auro 60w Box Mod Vape kit on Amazon Prime,ajqiE6P_2zA,https://www.youtube.com/watch?v=ajqiE6P_2zA,PHANTOM-FX,https://www.youtube.com/channel/UCTM8BhsupWcUwMx5z1Wknug,"the auro 60 watt mod is a well made bit of kit. it's solid and has a nice weight to it that denotes quality and durability. it's finish is a brushed steel with a gloss lacquer. the firing button is on the top with the screen and menu navigational buttons on the side. the menu options allow you to change the screen orientation, choose between different temperature control coils like stainless steel, titanium and nickel. you can also choose to adjust the wattage which was my preferred choice. click the power button 5 times to turn the device in and off or 3 times to lock the screen. the only negative for me was that accessing the menu via pressing the power button along with one of the navigation buttons felt a bit clunky. the display shows the wattage, ohms of the coil and battery. there is a micro usb port in the bottom along with battery breather vents. the tank holds approx 3 mls of juice and comes with 2 atomisers (one that's pretty installed). the tank also has 2 larger juice holes to allow easier filling and the mouth piece has a vented bottom to help avoid spit back. the mod has a 510 thread so can be used with any tank with a 510 thread. 
all in all, it's a solid mod and the tanks pretty good to get you started. once your ready to upgrade your tank you can easily swap them over.",2017-06-05T22:00:18Z,Science & Technology,48624,398.0,52.0,101.0,[],True,6.0,14.0,True,6.0,12.0,True,6.0,15.0,True,6.0,19.0,False,,,True,5.0,17.0,True,7.0,0.0,True,6.0,16.0,True,5.0,17.0,True,4.0,17.0,True,5.0,14.0,True,4.0,11.0,True,6.0,14.0,True,3.0,15.0,True,5.0,15.0,True,3.0,16.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,,,,0 7
