,Name,Timestamp,Index,Video_Title,Video_ID,Video_URL,Channel_Name,Channel_URL,Description,Publish_Date,Category,View_Count,Like_Count,Dislike_Count,Comment_Count,Classification,hispanicmale24_Search_Appearance,hispanicmale24_Page,hispanicmale24_Ranking,hispanicfemale24_Search_Appearance,hispanicfemale24_Page,hispanicfemale24_Ranking,whitemale24_Search_Appearance,whitemale24_Page,whitemale24_Ranking,whitefemale24_Search_Appearance,whitefemale24_Page,whitefemale24_Ranking,africanamericanmale24_Search_Appearance,africanamericanmale24_Page,africanamericanmale24_Ranking,africanamericanfemale24_Search_Appearance,africanamericanfemale24_Page,africanamericanfemale24_Ranking,whitemale24_2_Search_Appearance,whitemale24_2_Page,whitemale24_2_Ranking,whitefemale24_2_Search_Appearance,whitefemale24_2_Page,whitefemale24_2_Ranking,hispanicmale16_Search_Appearance,hispanicmale16_Page,hispanicmale16_Ranking,hispanicfemale16_Search_Appearance,hispanicfemale16_Page,hispanicfemale16_Ranking,whitemale16_Search_Appearance,whitemale16_Page,whitemale16_Ranking,whitefemale16_Search_Appearance,whitefemale16_Page,whitefemale16_Ranking,whitemale16_2_Search_Appearance,whitemale16_2_Page,whitemale16_2_Ranking,whitefemale16_2_Search_Appearance,whitefemale16_2_Page,whitefemale16_2_Ranking,africanamericanmale16_Search_Appearance,africanamericanmale16_Page,africanamericanmale16_Ranking,africanamericanfemale16_Search_Appearance,africanamericanfemale16_Page,africanamericanfemale16_Ranking,electronic_cigarette_search,e-cigarette_search,e-cig_search,vape_search,vaping_search,e-liquid_search,e-juice_search,vape_pods_search,vape_mods_search,cigalikes_search,box_mods_search,vape_pens_search,pod_mods_search,disposable_vape_search,disposable_e-cigs_search,disposables_search,vape_juice_search,ends_search,has_label_0,has_label_1,has_label_2,has_label_3,has_label_4,has_label_5,has_label_6,has_label_7,has_labels,has_label_8,has_label_9,has_label_10,has_label_11,has_label_12,has_label_13,has_label_14,has_label_nan,model 3
0,Alex,2020-12-17 18:09:29.971151,416,VAPING IN SCHOOL!,ApVNTDUYCvA,https://www.youtube.com/watch?v=ApVNTDUYCvA,Nick Howard Vlogs,https://www.youtube.com/channel/UCaclL8yAVeKMnUR-jF9YWoA,"my instagram ► http://instagram.com/itsnickhoward 
based on a true story.
subscribe for more videos! ► http://bit.ly/subscribe2nick

special thank you to everyone who contributed to this project. we had a blast making it and your participation did not go unnoticed!",2019-03-24T19:58:15Z,Entertainment,310512,3357.0,929.0,474.0,[],True,5.0,15.0,False,,,False,,,True,5.0,18.0,True,3.0,14.0,True,6.0,7.0,True,6.0,1.0,True,4.0,8.0,True,5.0,19.0,True,6.0,0.0,True,6.0,6.0,True,4.0,4.0,True,4.0,2.0,True,6.0,15.0,True,6.0,6.0,True,7.0,14.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,,5
0,Alex,2020-12-17 18:09:55.150986,3219,Kodaline - In The End - One Day At A Time Sessions,YljzNCE5n8U,https://www.youtube.com/watch?v=YljzNCE5n8U,Kodaline,https://www.youtube.com/channel/UCrhAHTR8NVmdyEmyY-YwCWg,"here is “in the end” from our acoustic versions of the new album. 
you can get the album on all streaming platforms now.
and please subscribe if you haven’t already, we just hit 2 million!

https://kodaline.lnk.to/onedayatatimewe

vsmj",2020-07-04T10:50:13Z,Music,194731,13069.0,55.0,418.0,[],False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,7.0,12.0,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,,5
0,Alex,2020-12-17 18:12:34.011690,3553,The VooPoo TOO Vape Mod!,LSm21nD6HFI,https://www.youtube.com/watch?v=LSm21nD6HFI,RiP Trippers,https://www.youtube.com/channel/UCgZd5ygXFoQry9KDGlddSBg,"for more information on what was shown in this video
visit: http://bit.ly/2pgclyu

my instagram: http://www.instagram.com/riptrippers",2017-12-15T17:49:46Z,People & Blogs,158457,2737.0,123.0,220.0,[],False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,7.0,13.0,False,,,True,7.0,2.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,,2
0,Alex,2020-12-17 18:12:50.150991,1259,Vinci Air Mod Pod by Voopoo!,67vkMMw2lXc,https://www.youtube.com/watch?v=67vkMMw2lXc,Matt From SMM,https://www.youtube.com/channel/UCaABLqKOy33BcQBU0bG1mmA,"in this video we check out the vinci air mod pod by voopoo. this device takes the pnp coils and has a built in 900mah battery. it has two airflow settings and is great form mtl coils. 

facebook
 https://www.facebook.com/smmvapereviews
instagram
https://www.instagram.com/suckmymod/
twitter
https://twitter.com/suckmymod

check out our new youtube channel!
https://www.youtube.com/c/mattandv

once again don’t forget to join http://casaa.org 

these videos are my opinions based on the experiences i have had with the product. some of the products i have received at no charge or at a discount for the purpose of review. i retain the right to say whatever i want about the products, and i have always been 100% honest in my videos.",2020-02-01T00:43:41Z,Science & Technology,105865,710.0,28.0,132.0,[],True,3.0,7.0,True,4.0,3.0,True,4.0,9.0,True,4.0,8.0,True,3.0,14.0,True,4.0,3.0,True,4.0,8.0,True,3.0,11.0,True,3.0,11.0,True,4.0,13.0,True,4.0,4.0,True,3.0,8.0,True,3.0,7.0,True,3.0,13.0,True,4.0,4.0,True,3.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,,2
0,Alex,2020-12-17 18:14:06.127160,3699,AEGIS Solo NEW Waterproof VAPE Mod Unboxing from GeekVape,7Oraexcon3M,https://www.youtube.com/watch?v=7Oraexcon3M,J LumbS,https://www.youtube.com/channel/UCll1PqUUvSdtNgobcywz1gg,"unboxing aegis solo vape mod. 
must be over 18 to purchase, may contain nicotine.
check out my channel @ https://www.youtube.com/channel/ucll1pquuvsdtngobcywz1gg
check out instagram @ https://www.instagram.com/jlumbs24/?hl=en",2019-05-03T19:13:04Z,Howto & Style,543,4.0,0.0,2.0,[],False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,7.0,4.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,,5
0,Alex,2020-12-17 18:15:22.436375,2049,70 Watts Of AiO POWER!! The iJOY Jupiter Vape Pod Kit! A Single 18650 Battery Vape!,Gep65R5pfao,https://www.youtube.com/watch?v=Gep65R5pfao,RiP Trippers,https://www.youtube.com/channel/UCgZd5ygXFoQry9KDGlddSBg,"for more information on what was shown in this video
visit: http://bit.ly/2pgclyu

my instagram: http://www.instagram.com/riptrippers

voopoo vinci video:
https://www.youtube.com/watch?v=muuervfqjzc&t=1s

voopoo vinci x video:
https://www.youtube.com/watch?v=zegqc4fvaai&t=2s",2020-01-27T21:51:12Z,People & Blogs,36056,758.0,32.0,78.0,[],False,,,True,6.0,3.0,True,6.0,11.0,False,,,False,,,True,6.0,3.0,True,6.0,3.0,True,5.0,13.0,True,6.0,6.0,False,,,False,,,False,,,True,5.0,14.0,True,5.0,1.0,True,6.0,4.0,True,4.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,,2
0,Alex,2020-12-17 18:16:09.228425,3680,How to refill your JUUL Pods with vape juice 🥤,fUaMjfqz5Ak,https://www.youtube.com/watch?v=fUaMjfqz5Ak,rapidtronics,https://www.youtube.com/channel/UC-aTJzQ25OqsZGUfxkMF1Fg,"how to quickly and easily refill a juul pod with your own vape juice.

💥get juul compatible pods with 40% more juice at a fraction of the price! 👉 https://www.eonsmoke.com/affiliate/idevaffiliate.php?id=205


👉 storefront- https://www.amazon.com/shop/rapidtronics

👉 facebook - https://www.facebook.com/rapidtronics/

👉 instagram - https://www.instagram.com/rapidtronics/

👉 snapchat - brickabricka19

👉 email - rapidtronics@gmail.com

👇
👇
👇

can i have your attention for one last minute before you go?  youtube has demonetized or limited delivery of ads on all of my videos that deal with depression or suicide.  as you know, this is something that is very important to me and i would like to continue to help as many people as i can through my message.  if you would like to support my efforts, i will gladly accept donations of any size to my paypal account here:  http://paypal.me/rapidtronics

your support is greatly appreciated!

👇
👇
👇

earn a 6-figure side-income online
new money making system
genius way to make money online (on the side) today
follow this “beginner friendly” 3-step formula webinar

(watch asap)
stop: even you can make $$ every day – chance of a lifetime!

my special guest’s 3-step “no product funnel” can be duplicated to start earning a significant income online.

he’ll show an enormous amount of proof on the training that he and his students are doing that pretty effortlessly. so, make sure you register now to claim your spot on this special training.

signup for the free training here:  https://bit.ly/2mwpoac

😃😃😃
👇
👇
👇
free 5-day ""action plan"" shows you how to work less, earn significantly more without the pain of the grind...
stop living the life you hate and start designing the life you've always wanted. not only that, you have a chance to win $1,000 just for participating in the challenge...

yes!  get started now!!   https://bit.ly/2wzp6dy
😄
😄
😄
if you’ve ever dreamed of becoming an online marketer and making your first sale online, check out clickbank university!  your first training video is just a couple moments away..  the #1 course that is churning out 6, 7 & even 8 figure online earners!  go here now:  https://bit.ly/2k9rymf
👇
👇
👇
how one woman discovered the female fat-loss code missed by modern medicine and lost 84lbs using a simple 2-step ritual that 100% guarantees shocking daily weight loss.  watch this video now!  https://bit.ly/33hdeaa
👇
👇
👇
make money from youtube with no filming, no marketing and no website!  you’re not going to believe this!  https://bit.ly/2q5v2j0
👇
👇
👇
disclosure & other legal mumbo jumbo…
i love that you’re enjoying my stuff here on youtube.  the ftc requires that i let you know i may have an affiliate relationship with some or all of the vendors, businesses or websites i list or recommend in the description of my videos.  having said that, i may be compensated if you buy stuff from or through these links!  i don’t take your trust lightly and i don’t recommend anything lightly!  i just wish i could take myself more lightly lol..  but all kidding aside i want to say a big thank you for supporting my channel by following my recommendations and making my day every time an affiliate sale or commission comes through.  you really have no idea how much it means to me and how much it lights up my spirits every time i make a referral fee and help someone in the process.  🙏 🙏 🙏   thank you!!!!!!!",2018-02-25T01:14:13Z,People & Blogs,46472,360.0,13.0,65.0,"['marijuana', 'tutorial']",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,5.0,10.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,,5
0,Alex,2020-12-17 18:17:39.621411,43,Youth e-cigarette epidemic: Unintended consequences or strategic marketing?,1cznQJeARGU,https://www.youtube.com/watch?v=1cznQJeARGU,Truth Initiative,https://www.youtube.com/channel/UCLTcqjxNhju_E9eq_uO_wrg,"a product that was intended to help adult smokers quit and reduce harm has addicted a new generation of non-smokers at epidemic levels, potentially undoing years of tobacco control progress. this panel discussed what must be done right now to stop the exploitation of our youth and young adults.

panelists:
dr. donna vallone, chief research officer, truth initiative
jack waxman, student, cornell university; founder, juulers against juul
dr. david ashley, professor, school of public health, georgia state university
dr. mila milagros vascones-gatski, substance abuse counselor, yorktown high school, arlington, virginia

moderator:
jayne o'donnell, reporter, usa today",2018-11-01T16:46:21Z,Nonprofits & Activism,4129,28.0,24.0,2.0,['marijuana'],True,4.0,7.0,True,3.0,15.0,True,4.0,3.0,True,3.0,14.0,True,4.0,4.0,True,4.0,11.0,True,3.0,16.0,True,4.0,13.0,True,4.0,2.0,True,4.0,2.0,True,4.0,17.0,True,4.0,4.0,True,3.0,15.0,True,3.0,13.0,True,4.0,10.0,True,3.0,15.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,,3
0,Alex,2020-12-17 18:17:58.634045,2495,Vaping safety and health risks - the basics,mToznqKD5Ac,https://www.youtube.com/watch?v=mToznqKD5Ac,Risk Bites,https://www.youtube.com/channel/UC8cxoTk9M0HdZB3gyJNjEtw,"what are the potential health risks of vaping?

please check the further information below for links to more information and resources on vaping and e-cigs.  and don't forget to join the conversation in the comments.

(based on electronic cigarettes. the good, the bad, and the ... intriguing: http://youtu.be/fapomjhmfhi)

the risk bites team:
andrew maynard
david faulkner
alyssa berry

risk bites is supported by the arizona state university risk innovation lab and school for the future of innovation in society 

backing track: based on blue and green by rimsky.  http://www.premiumbeat.com/royalty_free_music/songs/blue-and-green


further information and reading

general

wikipedia: http://en.wikipedia.org/wiki/electronic_cigarette

a harmful cigarette: mtsg, march 19 2013. http://www.mindthesciencegap.org/2013/03/19/a-harmless-cigarette/

e-cigarettes.  jama, january 8 2014.  http://dx.doi.org/10.1001/jama.2013.279164


regulation and health impacts

fda web page on electronic cigarettes: http://www.fda.gov/newsevents/publichealthfocus/ucm172906.htm

proposed new regulations from fda:
http://www.fda.gov/newsevents/newsroom/pressannouncements/ucm394667.htm

fda evaluation of e-cigarettes (may 4 2009). http://www.fda.gov/downloads/drugs/scienceresearch/ucm173250.pdf

webmd: e-cigarettes: expert q&a with the cdc. http://www.webmd.com/smoking-cessation/news/20131112/e-cigarettes-cdc

webmd: e-cigarettes: separating fiction from fact. jan 3 2014. http://www.webmd.com/smoking-cessation/news/20140103/e-cigarettes-separating-fiction-from-fact

washinton post (march 24 2014) do e-cigarettes help people quit smoking? new study raises doubts  http://www.washingtonpost.com/blogs/wonkblog/wp/2014/03/24/do-e-cigarettes-help-people-quit-smoking-new-study-raises-doubts/

notes from the field: electronic cigarette use among middle and high school students - united states, 2011--2012.  centers for disease control and prevention. http://www.cdc.gov/mmwr/preview/mmwrhtml/mm6235a6.htm?s_cid=mm6235a6_w

secondary exposure to e-cigarette emission might be harmful to health.  fda advisory no. 2013-015. june 26 2013.  http://www.fda.gov.ph/advisories/food/80233-fda-advisory-no-2013-015

secondhand vapor from e-cigarettes contains nicotine but not other toxins: study.  reuters. http://www.reuters.com/article/2014/01/03/us-e-cigarette-idusbrea020k820140103

metal and silicate particles including nanoparticles are present in electronic cigarette cartomizer fluid and aerosol.  williams et al. plos one march 20 2013. doi: 10.1371/journal.pone.0057987 http://dx.doi.org/1 0.1371/journal.pone.0057987

nicotine side effects.  drugs.com. http://www.drugs.com/sfx/nicotine-side-effects.html

how toxic is nicotine? think big october 18 2013. http://bigthink.com/experts-corner/nicotine-is-not-as-toxic-as-we-think

evaluating the harm caused by nicotine products.  independent scientific committee on drugs.  http://drugscience.org.uk/external-resources/nicotine-mcda-briefing/


regulation

new york times (april 24 2014) f.d.a. will propose new regulations for e-cigarettes  http://www.nytimes.com/2014/04/24/health/fda-will-propose-new-regulations-for-e-cigarettes.html?_r=0

regulations expected soon on e-cigarettes. sacramento bee, january 10 2014.  http://www.sacbee.com/2014/01/10/6062228/regulations-expected-soon-on-e.html

awaiting fda, states pursue their own e-cigarette rules.  washington post, october 19 2013.  http://www.washingtonpost.com/blogs/govbeat/wp/2013/10/29/awaiting-fda-states-pursue-their-own-e-cigarette-rules/

the e-cigarette industry, waiting to exhale. new york times, october 26 2013.  http://www.nytimes.com/2013/10/27/business/the-e-cigarette-industry-waiting-to-exhale.html

in one of his last acts as mayor of new york city, michael bloomberg bans e-cigarettes in public.  business insider december 31 2013. http://www.businessinsider.com/new-york-city-e-cigarette-ban-2013-12

risk bites is your guide to making sense of risk. we cover everything from understanding and balancing the risks and benefits of everyday products, to health science more broadly, to the potential impacts of emerging technologies, to making sense of risk perception. if you enjoy our videos, please subscribe, and spread the word!",2014-04-24T15:51:07Z,Science & Technology,146186,527.0,79.0,214.0,"['marijuana', 'tutorial']",False,,,False,,,False,,,False,,,True,7.0,10.0,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,,5
0,Alex,2020-12-17 18:21:23.003904,724,STIG vs SEA Disposable Pods vs JUUL,y2enHSYAZVk,https://www.youtube.com/watch?v=y2enHSYAZVk,Vape Reviews,https://www.youtube.com/channel/UCfmwCI6xnGWRw2wjkWIjhfg,"stig pods: https://2ndwife-vape.com/products/stig-disposable-pod-devices
juul pods: https://2ndwife-vape.com/collections/juul-pods
stig and sea 100 released their new disposable vape devices to compete with the juul.
are they worth your money? we believe that in the future with more flavor option they should easily compete with the  popular juul device",2019-04-28T02:54:15Z,People & Blogs,94917,1166.0,72.0,112.0,[],True,2.0,7.0,True,2.0,4.0,True,2.0,10.0,True,2.0,11.0,True,1.0,16.0,True,2.0,7.0,True,2.0,12.0,True,2.0,11.0,True,2.0,8.0,True,2.0,7.0,True,2.0,10.0,True,2.0,15.0,True,2.0,6.0,True,2.0,6.0,True,2.0,11.0,True,3.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,,2
0,Alex,2020-12-17 18:21:41.219018,2778,TAKI mini disposable e-cigarette Nicotine,3xi740bn7Hc,https://www.youtube.com/watch?v=3xi740bn7Hc,China Gadgets Reviews,https://www.youtube.com/channel/UCNAF78EB4nLLrwUUs7Y0GOw,"read more on https://chinagadgetsreviews.com
you can buy it from https://bit.ly/2lmhiok
official webpage https://takihealth.com

xiaomi taki mini disposable e-cigarette 
https://bit.ly/2kg9rsh
page price: $9.99
coupon: xiaomi04
price: $8.99 (for any taste)

buy 2 items get 1 free,
page price:$19.98 (for 3 pcs)
coupon: xiaomi05 (for any 2 taste)

buy 3 items get 3 free,
page price: $29.97 (for 6 pcs)
coupon: xiaomi06 ( for any 3 taste,checking the use in attachment)

xiaomi taki mini - gift box (5pcs)
https://bit.ly/2kgxt75
page price: $35.99 
coupon: xiaomi07
price: $27.99",2019-09-10T10:48:14Z,Science & Technology,67,0.0,0.0,0.0,[],False,,,False,,,False,,,False,,,True,6.0,12.0,False,,,False,,,False,,,True,4.0,14.0,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,,5
0,Alex,2020-12-17 18:22:13.863123,34,BEST IN CLASS VAPE MODS 2019! | IndoorSmokers,Adqk4DauKlo,https://www.youtube.com/watch?v=Adqk4DauKlo,IndoorSmokers,https://www.youtube.com/channel/UCShPX44-EC3HtvKohu3Ws4A,"checking out my favorite vape mods of 2019!
like me on facebook: https://www.facebook.com/indoorsmokers
follow me on twitter: https://twitter.com/indoorsmokers
follow me on instagram: https://www.instagram.com/indoorsmokers/",2019-08-24T00:54:57Z,People & Blogs,290040,3292.0,243.0,369.0,[],True,1.0,1.0,True,1.0,1.0,True,1.0,1.0,True,1.0,1.0,True,1.0,1.0,True,1.0,4.0,True,1.0,1.0,True,1.0,1.0,True,1.0,3.0,True,1.0,1.0,True,1.0,3.0,True,1.0,1.0,True,1.0,1.0,True,1.0,1.0,True,1.0,1.0,True,1.0,2.0,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,,2
0,Alex,2020-12-17 18:23:00.662763,674,THE WEED JUUL POD REVIEW,giTvSaMRgs4,https://www.youtube.com/watch?v=giTvSaMRgs4,Cottonmouth Media,https://www.youtube.com/channel/UC0DbfERtFk1JbFtcN9FSGpw,"welcome to the latest and greatest dope product review by cottonmouth media. my name is matt meredith and my really good homie shiva and i review a product that's all the rage...the juul. but we are reviewing and comparing the j-pod, which contains thc, with a regular juul pod that contains nicotine.

shout out to the homie shiva for helping me with this review.

hope you enjoyed the video and got some value from it. 

don't forget to support the homies:
shiva - https://www.instagram.com/shivatruuu/
j-pods - https://www.instagram.com/jpodsofficial/

support me in my dreams and aspirations:
instagram - https://www.instagram.com/cottonmouth...
facebook - https://www.facebook.com/cottonmouthm...
twitter - https://twitter.com/cottonmouthmatt

cottonmouth media, yo.... we out!

content intended for 21+",2019-01-12T19:04:27Z,People & Blogs,366975,4291.0,235.0,521.0,[],True,2.0,14.0,True,2.0,17.0,True,3.0,0.0,True,2.0,14.0,True,3.0,2.0,True,3.0,1.0,True,2.0,15.0,True,2.0,14.0,True,3.0,0.0,True,5.0,0.0,True,2.0,13.0,True,2.0,17.0,True,2.0,17.0,False,,,True,2.0,16.0,False,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,,2
0,Alex,2020-12-17 18:24:37.590734,2338,Millions face homelessness as eviction moratorium ends,ldP-_KoLHw0,https://www.youtube.com/watch?v=ldP-_KoLHw0,CBS Evening News,https://www.youtube.com/channel/UCAeWdyKJXGWmVAXFpgLNNTg,the future is uncertain for more than 12 million households as a moratorium on evictions from federally-assisted properties expires. adriana diaz reports.,2020-07-24T23:03:33Z,News & Politics,49197,567.0,37.0,949.0,[],False,,,False,,,False,,,True,3.0,6.0,False,,,True,3.0,10.0,True,3.0,12.0,True,3.0,13.0,True,3.0,15.0,False,,,True,4.0,1.0,True,3.0,14.0,False,,,True,5.0,18.0,True,4.0,8.0,True,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,,4
0,Alex,2020-12-17 18:25:18.618674,1415,RECHARGEABLE DISPOSABLE VAPE?!! Better than puff bar flow ?,bK8_t6Na53o,https://www.youtube.com/watch?v=bK8_t6Na53o,The smoke don,https://www.youtube.com/channel/UCLm5JMHy37bcAkgIGyNu0tQ,"the first rechargeable disposable vape!!!



instagram@thesmokedon_",2020-07-01T20:27:19Z,Entertainment,1070,43.0,0.0,30.0,[],True,5.0,0.0,True,4.0,0.0,True,4.0,9.0,True,7.0,17.0,True,3.0,1.0,True,7.0,13.0,True,5.0,3.0,True,5.0,5.0,True,7.0,9.0,True,6.0,14.0,True,7.0,10.0,True,5.0,1.0,True,5.0,1.0,True,4.0,16.0,True,7.0,9.0,True,5.0,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,,2
0,Alex,2020-12-17 18:26:12.101803,777,The Top 3 Most Hardcore Indestructible Vape Mods,XTBDSOaQrro,https://www.youtube.com/watch?v=XTBDSOaQrro,FlavourVapour,https://www.youtube.com/channel/UCgfbXuWeYy6CYEcOL33EpWQ,"these are my top 3 hardcore & indestructible vape mods of 2019

geek vape aegis solo 100w: https://geni.us/m52x
innokin adept mod: https://geni.us/weed
geek vape aegis mini 80w: https://geni.us/spfx0a
------------------------------------------------------------------
subscribe to the channel:
https://www.youtube.com/user/flavourvapourltd?sub_confirmation=1 
sign up to the newsletter: https://smokefreecommunity.co.uk/flavour-vapour-mailing-list/ https://smokefreecommunity.co.uk/flavour-vapour-mailing-list/",2019-10-07T13:52:05Z,Howto & Style,10990,97.0,11.0,25.0,['marijuana'],True,2.0,4.0,True,2.0,12.0,True,2.0,15.0,True,2.0,3.0,True,2.0,2.0,True,4.0,15.0,True,2.0,5.0,True,2.0,6.0,True,4.0,9.0,True,2.0,5.0,True,4.0,16.0,True,7.0,3.0,True,2.0,4.0,True,1.0,6.0,True,4.0,15.0,True,5.0,0.0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,,6
