,Name,Timestamp,Video_Title,Video_ID,Video_URL,Channel_Name,Channel_URL,Description,Publish_Date,Category,View_Count,Like_Count,Dislike_Count,Comment_Count,Classification,hispanicmale24_Search_Appearance,hispanicmale24_Page,hispanicmale24_Ranking,hispanicfemale24_Search_Appearance,hispanicfemale24_Page,hispanicfemale24_Ranking,whitemale24_Search_Appearance,whitemale24_Page,whitemale24_Ranking,whitefemale24_Search_Appearance,whitefemale24_Page,whitefemale24_Ranking,africanamericanmale24_Search_Appearance,africanamericanmale24_Page,africanamericanmale24_Ranking,africanamericanfemale24_Search_Appearance,africanamericanfemale24_Page,africanamericanfemale24_Ranking,whitemale24_2_Search_Appearance,whitemale24_2_Page,whitemale24_2_Ranking,whitefemale24_2_Search_Appearance,whitefemale24_2_Page,whitefemale24_2_Ranking,hispanicmale16_Search_Appearance,hispanicmale16_Page,hispanicmale16_Ranking,hispanicfemale16_Search_Appearance,hispanicfemale16_Page,hispanicfemale16_Ranking,whitemale16_Search_Appearance,whitemale16_Page,whitemale16_Ranking,whitefemale16_Search_Appearance,whitefemale16_Page,whitefemale16_Ranking,whitemale16_2_Search_Appearance,whitemale16_2_Page,whitemale16_2_Ranking,whitefemale16_2_Search_Appearance,whitefemale16_2_Page,whitefemale16_2_Ranking,africanamericanmale16_Search_Appearance,africanamericanmale16_Page,africanamericanmale16_Ranking,africanamericanfemale16_Search_Appearance,africanamericanfemale16_Page,africanamericanfemale16_Ranking,electronic_cigarette_search,e-cigarette_search,e-cig_search,vape_search,vaping_search,e-liquid_search,e-juice_search,vape_pods_search,vape_mods_search,cigalikes_search,box_mods_search,vape_pens_search,pod_mods_search,disposable_vape_search,disposable_e-cigs_search,disposables_search,vape_juice_search,ends_search,has_label_0,has_label_1,has_label_2,has_label_3,has_labels,has_label_4,has_label_5,has_label_6,has_label_7,has_label_8,has_label_9,has_label_10,has_label_11,has_label_12,has_label_13,has_label_14,has_label_nan,has_label_n,Index,model 4
0,Alex,2020-12-22 21:18:01.086398,DR DABBER GHOST VAPE PEN - UNBOXING AND FIRST IMPRESSIONS - NICE ONE ROD ATOMIZER VAPE PEN - ENJOY!!,stSCIzaYDBk,https://www.youtube.com/watch?v=stSCIzaYDBk,Senior Stoner,https://www.youtube.com/channel/UCWzv76xXt8QmSvatFRr6OoA,senior stoner studios,2019-08-26T16:47:01Z,Entertainment,4075,65.0,3.0,17.0,[],False,,,False,,,False,,,False,,,True,7.0,2.0,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,,2696.0,3
0,Alex,2020-12-22 21:18:21.039977,S2000 Air Box mod,rJmCg61MOFE,https://www.youtube.com/watch?v=rJmCg61MOFE,LHTPerformance,https://www.youtube.com/channel/UCOX1L0v1ajtGjqdS1F2mbcA,"this is the air box mod we've been doing for years.

not only does it work well, it's cheap.

k+n  part number: e-2435

no worry about heat soak, no worries about standing water either.

enjoy and comment below.",2018-02-07T20:41:23Z,Autos & Vehicles,54748,1631.0,15.0,181.0,[],False,,,True,3.0,12.0,True,3.0,15.0,True,2.0,15.0,True,7.0,7.0,False,,,True,2.0,16.0,False,,,True,3.0,15.0,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,,1992.0,3
0,Alex,2020-12-22 21:18:50.144010,Nicotine Salt (Nic Salt) Vape Juice? Regular nicotine? What's the difference?,65WY6hvgIR0,https://www.youtube.com/watch?v=65WY6hvgIR0,ZampleBox,https://www.youtube.com/channel/UCo9H0-J-x8F09Vd6Pnqd3xw,"nicotine salts! or nic salts for short. if you pay attention to what's happening in vaping, you've probably noticed nic salt e liquids popping up all over the place. what's the deal with nic salts? is it something you should care about? well, ian and chris get into the nitty gritty of what actually makes nic salt vape juice different than your typical vape juice. we hope that you find this episode informative and that it answers your questions about salty nicotines. one of the great things about vaping is that it's endlessly customizable to fit your individual needs, and this form of nicotine is just another option to help you get what you might want. to learn more about the original vaping family, go here: http://bit.ly/3bbhsv5 and follow the links to our site!",2018-07-06T21:53:46Z,Entertainment,101955,1120.0,92.0,310.0,[],False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,2.0,14.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,3659.0,1
0,Alex,2020-12-22 21:21:37.656202,Vape Pen Troubleshooting,ftLiV-F7g-E,https://www.youtube.com/watch?v=ftLiV-F7g-E,Sespe Creek Collective,https://www.youtube.com/channel/UCYXtt0B5UTjU77wzsqujaow,"a common issue that happens with vape pens, sometimes as a result of being overly tightened, is that the metal rings that conduct electricity get pressed too deep and fail to make contact with each other. an easy solution is to use a paper clip to very gently pry the metal ring up. be careful not to break the ring off! it is only attached by a very thin wire. lift it evenly by only a small amount.  if adjusting the ring on the cartridge itself does not solve the problem, try the same fix with the battery itself. the ring hole is smaller so you may need a thinner paper clip. remember to be gentle, these are very delicate pieces. it takes very little force to raise the ring slightly. most of the time this will solve the problem, assuming your battery is charged and your cartridge has oil in it. happy vaping!

also see my how to fix the bubble in your cartridge issue: https://youtu.be/cmvb2rtiy0q",2015-08-21T19:30:27Z,Nonprofits & Activism,672522,417.0,255.0,124.0,['tutorial'],False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,7.0,10.0,False,,,False,,,False,,,False,,,False,,,False,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,,3346.0,3
0,Alex,2020-12-22 21:22:12.511483,Marijuana E Liquid ADVANCED Tutorial HOW TO MAKE Cannabis E Juice from weed or keif,IYrD-YAD_Xw,https://www.youtube.com/watch?v=IYrD-YAD_Xw,760 Glass,https://www.youtube.com/channel/UCHjOmAaZHEXlw2DNULy86mA,"new 2017 method! make pure vapeable e liquid at home without the use of any glycerin or glycol. check links for ingredients below
buy terpene solution-https://760glass.com/collections/frontpage/products/the-potion-organic-terpene-blend-1ml-bottle
glass mixing vessel- https://760glass.com/collections/replacement-parts/products/5-pack-glass-mixing-vials
a cheap straightener with lowtemp settings- http://amzn.to/2relsqh",2017-05-16T19:40:08Z,People & Blogs,1705788,23965.0,1404.0,2183.0,['marijuana'],True,3.0,9.0,True,3.0,1.0,True,3.0,8.0,True,3.0,11.0,True,7.0,7.0,True,3.0,12.0,True,3.0,12.0,True,3.0,12.0,True,2.0,16.0,True,3.0,13.0,True,3.0,12.0,True,3.0,16.0,True,3.0,17.0,False,,,True,3.0,14.0,True,5.0,4.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,600.0,1
0,Alex,2020-12-22 21:23:21.234851,How to refill JUUL vape stick pods with Salt Nicotine Juice,vO1M-yPzcvg,https://www.youtube.com/watch?v=vO1M-yPzcvg,wheredidiputthatremote,https://www.youtube.com/channel/UCGyanPaWtUVfhQaVv7KcvmA,refill juul vape stick pods,2018-01-28T15:17:50Z,People & Blogs,3741,16.0,2.0,1.0,[],False,,,False,,,False,,,False,,,True,6.0,18.0,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,,2584.0,3
0,Alex,2020-12-22 21:24:15.236671,Vape Pen Ecig USB Charger: Red Light Green Light & What They Mean? VapeBrat Tutorial,APAW6ULS2VE,https://www.youtube.com/watch?v=APAW6ULS2VE,HookahTownUSA,https://www.youtube.com/channel/UCpIxAC_xH5WiEZkXQELArug,"red light green light 1,2,3...
what do all the lights on a vape battery and ecig usb charger mean?",2017-05-11T17:50:45Z,Howto & Style,208078,310.0,129.0,47.0,[],True,4.0,15.0,True,5.0,1.0,True,5.0,3.0,True,5.0,0.0,False,,,True,4.0,8.0,True,5.0,0.0,True,4.0,19.0,True,5.0,3.0,False,,,True,4.0,10.0,True,4.0,12.0,True,4.0,14.0,True,7.0,4.0,True,4.0,9.0,True,7.0,11.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,1166.0,1
0,Alex,2020-12-22 21:25:32.356562,"VAPE NATION ~ Funny Vape Memes, We Get It You Vape,  Vaping is gay",wStR3uTbnWY,https://www.youtube.com/watch?v=wStR3uTbnWY,GameNut321,https://www.youtube.com/channel/UCOHrblE5RytYqNt93C-6xlw,"more dank memes! this time we are looking up vape memes! since vaping is popular these days, there are a lot of memes about it. so might as well do a video looking up vape memes!

please report any negative or misleading comments, we are here to have a good time.

nothing much else to say here other than hope you enjoyed the video!

thanks for watching!

links:
----------------------------------------­----------------------------------------­---
twitch:
http://www.twitch.tv/gamenut321

twitter:
https://twitter.com/gamenut321

facebook:
https://www.facebook.com/gamenut3211

deviant art:
http://gamenut321.deviantart.com/

instagram:
https://instagram.com/shelteezi26

my second channel:
https://www.youtube.com/channel/ucj3sfb0i7rnz2o3numr-jmw

support me on patreon:
https://www.patreon.com/gamenut321?ty=h
----------------------------------------­----------------------------------------­----",2016-06-03T22:31:19Z,Gaming,26855,338.0,172.0,127.0,[],False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,7.0,7.0,False,,,False,,,False,,,False,,,True,7.0,7.0,False,,,False,,,True,4.0,18.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,,3066.0,3
0,Alex,2020-12-22 21:26:43.165507,What Is CBD E-Liquid & How to Vape it,WonzWlgPwJA,https://www.youtube.com/watch?v=WonzWlgPwJA,MIST,https://www.youtube.com/channel/UCVmnOmcXgvLoNWr2u7WIlAg,"this week we take a look at cbd. in our in-depth run through, you'll learn everything you need to know about this ""wonder substance""

cbd e liquid calculator: https://tinyurl.com/yyv9msfb

follow us! 
instagram -  https://www.instagram.com/misteliquid...
twitter - https://twitter.com/misteliquid
facebook - https://www.facebook.com/misteliquid

mist is brighton & hove's leading electronic cigarette and e-liquid retailer.",2019-10-29T14:35:42Z,Science & Technology,18361,260.0,16.0,47.0,[],True,7.0,9.0,True,1.0,11.0,True,1.0,9.0,True,1.0,10.0,True,7.0,9.0,True,7.0,19.0,True,1.0,8.0,True,7.0,15.0,True,5.0,16.0,True,6.0,11.0,True,7.0,10.0,True,1.0,7.0,True,7.0,6.0,True,1.0,9.0,True,7.0,10.0,True,2.0,8.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,,459.0,3
0,Alex,2020-12-22 21:28:02.791052,Capella Silverline Taste Test | DIY ejuice,rbqyr5i0CwQ,https://www.youtube.com/watch?v=rbqyr5i0CwQ,DIY Vapor,https://www.youtube.com/channel/UCHO1jqaOgPVWlHYwGMhJaBA,"finally i get to vape the capella silverline range and share my thoughts.
see links below for everything i use in these videos.

link to my mini mixer http://amzn.to/2onx4r0
(uk http://amzn.to/2jtf38q )

link to my scales http://amzn.to/2nxwt1a
(uk amazon link http://amzn.to/2y27wj9 )

link to the label maker http://amzn.to/2nlukem
(uk amazon link http://amzn.to/2y2rwzo )

link to calibration weight for scales http://amzn.to/2onxep4
(uk amazon link http://amzn.to/2fmjnny )

link to the vg that i use http://amzn.to/2nont5u
(uk amazon link http://amzn.to/2fnhig1 )

link to pg that i use http://amzn.to/2nu1ats
(uk amazon link http://amzn.to/2y2lutu )

link to the 30ml bottles i use http://amzn.to/2nxwt1p
(uk amazon link http://amzn.to/2jrhaf3 )

link to the unicorn bottles i use http://amzn.to/2nozwwv
(uk amazon link http://amzn.to/2jufz6a )

link to large bottles for dispensing vg/pg http://amzn.to/2non2bs
(uk amazon link http://amzn.to/2y2nabe )

ejuice calculator http://amzn.to/2oo9exf

cheap pipettes http://amzn.to/2n25mwc
(uk amazon link http://amzn.to/2wdurgx )
ejuice calculator http://amzn.to/2oo9exf
cheap pipettes http://amzn.to/2n25mwc

fasttech site http://shrsl.com/jpty

dropbox recipe archive https://www.dropbox.com/sh/x0hcesy0sdozngp/aabepukcwmnozti4mjbs1rhaa?dl=0

dropbox premium recipe folder https://www.dropbox.com/sh/gu1okunr27sz6vy/aaclbe7emzycfl5dzitk6tiha?dl=0

facebook group page https://www.facebook.com/groups/diyvapor/

======================================================
this channel is a ""no nonsense"" resource for making your own diy ejuice. we have content uploaded regularly which contain many new eliquid recipes and clones of famous and premium ejuices. we also provide tutorials on making ejuice and other general vaping help like how the make your own coils for vaping and how to wick them properly. i'm not here to make money on youtube, i do this solely because i have a passion for mixing ejuice and i like to share this enthusiasm for making diy eliquid with other like minded people and if you're reading this you are one of them and i appreciate your support. 
the channel is growing all the time and changing through viewer's input and suggestions. we have a vast database of eliquid recipes https://www.dropbox.com/sh/x0hcesy0sdozngp/aabepukcwmnozti4mjbs1rhaa?dl=0 and it is growing all the time. these ejuice recipes are a collection and all the recipes made in the videos and a big number of viewers ejuice recipes. please feel free to share your favorite ejuice recipe and i will try to mix it in one of my videos or place it into our archive for others to use.
======================================================

disclaimer:
please mix responsibly by using gloves and other protective equipment. nicotine is highly toxic and can cause severe sickness and even death. i am not responsible for any accidents, injuries or sickness as a result of watching this channel. i am comfortable with the way i dispense my nicotine and i wear all the necessary ppe when transferring the nicotine into a user friendly bottle but please do not copy my methods because it is always wise to mix with gloves.     
 not all the recipes on this channel are tried and tested, most of them are put together right in front of the viewer for the first time. this does not guaranty the quality of the recipe and is solely done to encourage new mixers to try new things and not to be afraid or intimidated by try something new. for this reason i often go through the ejuice archive and remove the ones that i consider to be under par.

======================================================

here are some links to diy ejuice resources:
www.ecigexpress.com  this is my favorite resource for ejuice supplies. they sell vg, pg and nicotine base plus a huge selection of ejuice flavors. you can also buy bottles and other mixing supplies. their shipping and customer service is outstanding and i highly recommend them.

https://play.google.com/store/apps/details?id=com.idland.oyvindi.e_juicelab&hl=en  e-juice lab android app for storing recipes and calculating quantities.

https://play.google.com/store/apps/details?id=com.potv.ejuicecalc&hl=en planet of the vapes e juice calculator. i have used this one exclusively for 2 years and only recently changed because it does not support measuring by weight.........but it is an excellent android app.

https://e-liquid-recipes.com/ e-liquid recipes .com has a massive data base of e-juice recipes.........there is something for everyone.
 
http://www.bullcityflavors.com/  bull city flavors cary an excellent choice of e liquid concentrates as well as vg, pg, bottles and other diy mixing supplies.",2017-11-13T01:05:02Z,Howto & Style,13165,169.0,13.0,47.0,"['marijuana', 'tutorial']",False,,,True,7.0,11.0,False,,,False,,,True,5.0,1.0,False,,,False,,,False,,,False,,,False,,,False,,,True,7.0,13.0,False,,,False,,,False,,,False,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,1923.0,1
0,Alex,2020-12-22 21:28:12.483737,$1000 Film Camera VS $5 Disposable,d4gD0AfukYs,https://www.youtube.com/watch?v=d4gD0AfukYs,KingJvpes,https://www.youtube.com/channel/UCHaGhiG7VS9JAkGYRsgOBGg,"will an expensive $1000 film camera outperform a cheap $5 disposable film camera? in this video we test it out and compare the image quality and differences between my voigtlander bessa r2a which cost a lot more than the cheap disposable i picked up from a local walmart. to keep the tests as controlled as possible i used the same film also set the cameras up to shoot with very similar settings.

conclusion:
i expected the more expensive camera to blow the disposable out of the water with image quality and for the most part i was right but the disposable didn't do that bad compared to the expensive camera. matter fact i think the disposable gave the r2a a run for its money. at the end of the day the bessa was still sharper but does it justify the price of being $950 more? that's something only you guys would know the answer to. a film camera isn't always about the image quality because come on we're not shooting digital where pixel peeping is the norm. film cameras are suppose to give you a certain feel and experience when shooting them, also the metering systems within them are extremely important as well. it all depends on the camera user! if you enjoyed this video drop a like and subscribe! #minoltagang

follow me on instagram! - @kingjvpes

cop your t-shirts: https://www.kommonthread.com/king_jvpes/shop/home

website: https://kingjvpesphoto.com

brevite backpack - http://www.brevite.co/?rfsn=1079380.aacd88 
(disclaimer: this is an affiliate link, each purchase through this link will give me a commission.) 
-----------------------------------------------------------
follow me on instagram!
instagram : @kingjvpes
twitter: @kingjvpes

follow drew! 
instagram: drewefren 
twitter: deniseefren

follow me on flickr!
https://www.flickr.com/photos/153397685@n06/

filming equipment used:
sony a7ii
manfrotto tripod
sony a5000
16-50 kit lens

how to buy film camera. first time buying 35mm film, how to buy cheap cameras, 35mm film buying guide, film,story,first time,shooting,35mm film,develop,film is not dead, minolta,short film,vintage,darkroom,fujifilm,cannon,x-700,htsi plus,how to shoot film, kingjvpes, minolta srt101, portra 400, berkeley, cal, norcal.san francisco, golden gate bridge, point reyes, 28mm, olympus xa, canon autoboy, canon af35m, expired film, cheap film, best cheap film, how to shoot a film camera with a broken light meter, broken light meter, broken meter, how to light meter, agfa vista 400, tomography color 100, canon eos 3, 85mm 1.8, film camera giveaway, best films, best 35mm film, top 5 35mm film, $3 film camera, $3 leica, cheap leica, free leica, leica, yashica mat, yashica 124, yashica mat 124, expired tri-x, nikon f3, canon a-1, minolta x-700, seattle, black and white, money, sharp, groot, street, how to develop color film, how develop black and white film, street photography tips, how to street photography, how to take photos, beginner film photography, film photography for beginners, tips for film photography, how to film photography, beginner film photography tips, free film camera, how to thrift, make money photography, thrift adventures, thrift store shopping.",2018-07-01T17:40:48Z,Entertainment,433481,8023.0,734.0,839.0,['tutorial'],True,3.0,4.0,True,3.0,5.0,True,3.0,13.0,True,3.0,11.0,True,3.0,12.0,True,3.0,3.0,True,3.0,10.0,True,3.0,10.0,False,,,True,5.0,0.0,False,,,True,3.0,5.0,True,3.0,5.0,True,3.0,2.0,True,2.0,19.0,True,3.0,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,,1571.0,3
0,Alex,2020-12-22 21:29:04.775511,$1 Vape?? Tobacco Industry Did Something Good |myblu™ e-cig|,1NDCi6WVnrk,https://www.youtube.com/watch?v=1NDCi6WVnrk,What's in the box,https://www.youtube.com/channel/UClOYySnlR3SRxezmY4OdAmw,"$1 vape? tobacco industry did something good

just a quick story about my experience with the company that makes myblu™ pod system

| blu e-cig review |

🚫do not click!🚫►https://bit.ly/2sfrkyn

advocacy 
►http://august8th.org
►http://casaa.org/
►http://notblowingsmoke.org/
►http://fdaregs.info/
►http://www.r2bsmokefree.org
►http://sfata.org/

warning: contains adult content/language, must be 18 years of age or older

warning: this product contains nicotine. nicotine is an addictive chemical

🚭no smoking zone🚭

-~-~~-~~~-~~-~-
please watch: ""vape studies be like"" 
https://www.youtube.com/watch?v=sxwn-84e2xg
-~-~~-~~~-~~-~-",2019-03-02T06:47:13Z,People & Blogs,611,26.0,0.0,3.0,[],True,7.0,3.0,True,6.0,18.0,False,,,False,,,False,,,True,7.0,12.0,True,7.0,7.0,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,,244.0,3
0,Alex,2020-12-22 21:29:30.554934,Aspire AVP Pod Vape Review,gD_AKjpo67c,https://www.youtube.com/watch?v=gD_AKjpo67c,Mike Vapes,https://www.youtube.com/channel/UCt3WcCLs8Zm-zZNcqgixyMw,"advocacy  info
join http://www.casaa.org/
http://unitedvapersalliance.org/
https://www.facebook.com/groups/1398503460303419/
https://www.whitehouse.gov/get-involved/write-or-call/
call the white house at (202) 456-1414 and make them hear our voices. tell them you vape flavored eliquids,  we vape and we vote and a thank you.
contact your governor https://www.usa.gov/state-governor

my patreon - https://www.patreon.com/mikevapes

my other channel https://www.youtube.com/c/mikelife1

amazon link for tool i used in video https://amzn.to/2zerx4x

gear i use to record my reviews and live shows
camera https://amzn.to/2rpg3wj
camera lens https://amzn.to/2c0m7zp
back up camera https://amzn.to/2vx3axo
microphone https://amzn.to/2si3uyl
sd card https://amzn.to/2ryvgzn
camera monitor https://amzn.to/2vppia1
main camera tripod https://amzn.to/2aclimw
monitor tripod https://amzn.to/2rxm6gb
lighting https://amzn.to/2xfadgi
live show microphone https://amzn.to/2vvxmsh
capture card for live show camera https://amzn.to/2vwpau1
live show camera https://amzn.to/2ltoplr
on the go vlog camera https://amzn.to/2xczi5e
live show clock https://amzn.to/2h52ocx
ultrasonic cleaner https://amzn.to/2u4mvwq

my amazon store favorites https://www.amazon.com/shop/mikevapes

gear i use: these are affiliate links. if you want to buy these items through the following links, i will get a small kick back and it will cost you nothing. thanks! ;) 

check out my website http://www.mikevapes.com/

my facebook link https://www.facebook.com/mikevapes01?ref=hl

my instagram link https://instagram.com/mikevapes1/

my twitter link https://twitter.com/mike_vapes

the vape team youtube channel https://www.youtube.com/channel/uczdlhp7dfln-rlclurrw0xq

sign up to fight for your right to vape http://casaa.org/

(disclaimer)videos may contain adult content/language, must be 18 years of age or older

warning: this product contains nicotine. nicotine is an addictive chemical

#mikevapes",2019-04-09T19:28:15Z,Education,80295,684.0,35.0,138.0,[],True,7.0,7.0,False,,,False,,,False,,,False,,,True,7.0,15.0,False,,,False,,,True,6.0,8.0,True,7.0,8.0,True,7.0,12.0,False,,,True,7.0,8.0,False,,,True,7.0,9.0,False,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,,760.0,3
0,Alex,2020-12-22 21:29:50.565200,Disposable Camera Effect - Spark AR Studio - [ Tutorial ],dlVWv7XyRLU,https://www.youtube.com/watch?v=dlVWv7XyRLU,Rudy Anwar,https://www.youtube.com/channel/UCgluiH_ayEPx4mor_08nkGw,"mau donate & dukung channel rudy ? bisa ke : https://sociabuzz.com/rudyawr/tribe

jika ada yang kurang bisa komentar di bawah ya.
─────────────────────────────────────────
├ disposable camera : https://bit.ly/2uhpl7r

├ spark ar studio : http://bit.ly/2izonfs

├ convert gif : http://bit.ly/33tdxsk

├  upload ke instagram : http://bit.ly/2x6izmm
─────────────────────────────────────────
→ alat rec video :

- webcam c922 pro 
- boya by m1
- obs studio
- soundcard v8
- mi earbuds
- mic ps 608

→ aplikasi editing : 

- photoshop
- sonyvegas 
- audacity
─────────────────────────────────────────
→ follow me :
https://www.instagram.com/rudy_awr/

→ sponsorship : rudyawr99@gmail.com

─────────────────────────────────────────
donation local : https://sociabuzz.com/rudyawr/tribe
donation overseas : paypal.me/rudyawr
─────────────────────────────────────────
#disposablecamera #camera #analog #cameranalog",2020-03-24T10:00:24Z,Film & Animation,3365,103.0,7.0,18.0,[],False,,,False,,,False,,,False,,,True,7.0,6.0,False,,,False,,,False,,,True,7.0,6.0,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,,2808.0,3
0,Alex,2020-12-22 21:33:22.033564,CBD vaporizer disposable vape pen with factory price from China supplier,JFb0Tf5ZnDk,https://www.youtube.com/watch?v=JFb0Tf5ZnDk,Hadara Trison,https://www.youtube.com/channel/UC4PTtuNtC90Lh1gZ2rMDA9g,please set the video preferred quality to 1080p or 720p.,2018-05-11T06:24:49Z,People & Blogs,412,2.0,0.0,0.0,[],False,,,False,,,False,,,False,,,True,5.0,0.0,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,6.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,,2745.0,3
0,Alex,2020-12-22 21:34:11.628313,8 VAPE TIPS in 90 SECONDS!,8KWTSWMg9RM,https://www.youtube.com/watch?v=8KWTSWMg9RM,DashVapes,https://www.youtube.com/channel/UCaxBVm0RTllwCweQtbcuotg,"https://www.dashvapes.com/

a quick-cut video showing you some tips and tricks for your vape! are there any other tips you can think of? leave it in a comment down below!

follow us!

instagram - @dashvapes
twitter - @dashvapes
facebook - www.fb.me/dashvapes

dashvapes is canada's leading electronic cigarette and e-juice retailer and distributor.",2018-09-15T06:45:12Z,Film & Animation,594500,9977.0,417.0,195.0,['tricks'],False,,,False,,,False,,,False,,,False,,,True,6.0,17.0,False,,,False,,,True,5.0,15.0,False,,,True,6.0,8.0,False,,,False,,,False,,,True,6.0,13.0,False,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,2951.0,1
0,Alex,2020-12-22 21:34:22.536607,LG's Future Display Technology Will Blow You Away,qIRjytgNuhM,https://www.youtube.com/watch?v=qIRjytgNuhM,Techno Source,https://www.youtube.com/channel/UCjYrAKGiaUWVA8g5a2LYQRw,"lg oled display concept video! future oled displays.experience the whole new future created by oled and see how oled will bring significant change to our life.
lg believes that oled will fundamentally change the future of our home and portable devices. see some of the concepts that oled technology will enable in the next few years.

samsung's future display technology:- https://youtu.be/luzeyh-dlve

subscribe now - new amazing inventions, cool gadgets, futuristic new technology, and things you didn't know existed. mind blow!
amazing gadgets you knew nothing about

for latest gadgets news:- http://www.techfoogle.com

----------------------------------------¬----------------------
✔ enjoying my content? well then don't forget to:

★ subscribe
★ like
★ comment
★ favorite
★ share with your friends
----------------------------------------¬---------------------
➤ social media:

★ follow me on twitter » https://goo.gl/bs3965
★ like me on facebook » https://goo.gl/p21xrr
★ subscribe to my channel » https://goo.gl/s1cbmn
★ visit our official website » http://goo.gl/by5ine
----------------------------------------¬----------------------
techno source does not endorse any of these products.",2017-05-02T12:51:11Z,Science & Technology,1464964,14428.0,1103.0,1131.0,[],False,,,False,,,False,,,True,1.0,14.0,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,,2336.0,3
